live_url,live_sitemap,local_production_status,local_canonical,disposition
https://demaree.me/labels/hollywood/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/hollywood/,Preserved at same URL
https://demaree.me/labels/i-os/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/i-os/,Preserved at same URL
https://demaree.me/labels/i-pad/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/i-pad/,Preserved at same URL
https://demaree.me/labels/i-phone/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/i-phone/,Preserved at same URL
https://demaree.me/labels/mac/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/mac/,Preserved at same URL
https://demaree.me/labels/macos/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/macos/,Preserved at same URL
https://demaree.me/labels/marvel-studios/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/marvel-studios/,Preserved at same URL
https://demaree.me/labels/mcu/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/mcu/,Preserved at same URL
https://demaree.me/labels/mental-health/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/mental-health/,Preserved at same URL
https://demaree.me/labels/nerdery/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/nerdery/,Preserved at same URL
https://demaree.me/labels/personal-news/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/personal-news/,Preserved at same URL
https://demaree.me/labels/personal/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/personal/,Preserved at same URL
https://demaree.me/labels/photography/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/photography/,Preserved at same URL
https://demaree.me/labels/product-management/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/product-management/,Preserved at same URL
https://demaree.me/labels/psychology/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/psychology/,Preserved at same URL
https://demaree.me/labels/rails-3/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/rails-3/,Preserved at same URL
https://demaree.me/labels/rails/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/rails/,Preserved at same URL
https://demaree.me/labels/ruby/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/ruby/,Preserved at same URL
https://demaree.me/labels/san-francisco/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/san-francisco/,Preserved at same URL
https://demaree.me/labels/science/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/science/,Preserved at same URL
https://demaree.me/labels/social-media/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/social-media/,Preserved at same URL
https://demaree.me/labels/social-networks/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/social-networks/,Preserved at same URL
https://demaree.me/labels/starfield/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/starfield/,Preserved at same URL
https://demaree.me/labels/travel/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/travel/,Preserved at same URL
https://demaree.me/labels/tv/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/tv/,Preserved at same URL
https://demaree.me/labels/twitter/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/twitter/,Preserved at same URL
https://demaree.me/labels/typekit/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/typekit/,Preserved at same URL
https://demaree.me/labels/typography/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/typography/,Preserved at same URL
https://demaree.me/labels/us-politics/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/us-politics/,Preserved at same URL
https://demaree.me/labels/ux/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/ux/,Preserved at same URL
https://demaree.me/labels/video-games/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/video-games/,Preserved at same URL
https://demaree.me/labels/web-development/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/web-development/,Preserved at same URL
https://demaree.me/labels/work/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/work/,Preserved at same URL
https://demaree.me/labels/writing/,wp-sitemap-taxonomies-post_tag-1.xml,200,https://demaree.me/labels/writing/,Preserved at same URL
https://demaree.me/p/10-things-you-didnt-know-about-the-new/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/10-things-you-didnt-know-about-the-new/,Preserved at same URL
https://demaree.me/p/2010s-best-tumblrs/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/2010s-best-tumblrs/,Preserved at same URL
https://demaree.me/p/2019-in-review/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/2019-in-review/,Preserved at same URL
https://demaree.me/p/2020-in-review/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/2020-in-review/,Preserved at same URL
https://demaree.me/p/2021-wfh-desk-setup/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/2021-wfh-desk-setup/,Preserved at same URL
https://demaree.me/p/37signals-launches-highrise-for-iphone/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/37signals-launches-highrise-for-iphone/,Preserved at same URL
https://demaree.me/p/7-awesome-ways-barnyard-animals-are-like-communism/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/7-awesome-ways-barnyard-animals-are-like-communism/,Preserved at same URL
https://demaree.me/p/a-conversation-i-have-every-month-or-so/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/a-conversation-i-have-every-month-or-so/,Preserved at same URL
https://demaree.me/p/a-dilemma/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/a-dilemma/,Preserved at same URL
https://demaree.me/p/a-hidden-world-growing-beyond-control/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/a-hidden-world-growing-beyond-control/,Preserved at same URL
https://demaree.me/p/a-poke-in-the-eye/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/a-poke-in-the-eye/,Preserved at same URL
https://demaree.me/p/a-real-person-a-lot-like-you/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/a-real-person-a-lot-like-you/,Preserved at same URL
https://demaree.me/p/ad-hoc-custom-templates-in-pages-for-ipad/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/ad-hoc-custom-templates-in-pages-for-ipad/,Preserved at same URL
https://demaree.me/p/adobe-css-regions/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/adobe-css-regions/,Preserved at same URL
https://demaree.me/p/adobe-releases-photoshop-touch-apps-for-ipad/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/adobe-releases-photoshop-touch-apps-for-ipad/,Preserved at same URL
https://demaree.me/p/adobe-shadow/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/adobe-shadow/,Preserved at same URL
https://demaree.me/p/adobes-cto-flash-player-is-fine-thank-you/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/adobes-cto-flash-player-is-fine-thank-you/,Preserved at same URL
https://demaree.me/p/adult-prom/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/adult-prom/,Preserved at same URL
https://demaree.me/p/ageism-really/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/ageism-really/,Preserved at same URL
https://demaree.me/p/alabamas-new-governor-only-christians-are-my/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/alabamas-new-governor-only-christians-are-my/,Preserved at same URL
https://demaree.me/p/all-4-major-us-networks-now-blocking-google-tv/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/all-4-major-us-networks-now-blocking-google-tv/,Preserved at same URL
https://demaree.me/p/am-i-the-only-one-who-uses-a-text-editor-to-edit/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/am-i-the-only-one-who-uses-a-text-editor-to-edit/,Preserved at same URL
https://demaree.me/p/amazon-launches-clouddrive-media-storage/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/amazon-launches-clouddrive-media-storage/,Preserved at same URL
https://demaree.me/p/amazon-now-offering-ec2-micro-instances/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/amazon-now-offering-ec2-micro-instances/,Preserved at same URL
https://demaree.me/p/amazon-simple-email-service/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/amazon-simple-email-service/,Preserved at same URL
https://demaree.me/p/amazons-new-ec2-micro-instances-benchmarked/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/amazons-new-ec2-micro-instances-benchmarked/,Preserved at same URL
https://demaree.me/p/amc-cancels-rubicon/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/amc-cancels-rubicon/,Preserved at same URL
https://demaree.me/p/amy-hoy-vs-engineerism/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/amy-hoy-vs-engineerism/,Preserved at same URL
https://demaree.me/p/an-abstraction-easy-to-ignore/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/an-abstraction-easy-to-ignore/,Preserved at same URL
https://demaree.me/p/anatomy-of-a-crushing/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/anatomy-of-a-crushing/,Preserved at same URL
https://demaree.me/p/and-boom-goes-the-resale-value-on-my-d90/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/and-boom-goes-the-resale-value-on-my-d90/,Preserved at same URL
https://demaree.me/p/anheuser-busch-buying-chicagos-goose-island/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/anheuser-busch-buying-chicagos-goose-island/,Preserved at same URL
https://demaree.me/p/anil-dash-on-the-new-gourmet-live/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/anil-dash-on-the-new-gourmet-live/,Preserved at same URL
https://demaree.me/p/aplibrary/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/aplibrary/,Preserved at same URL
https://demaree.me/p/apple-announces-wwdc-10-dates-june-711/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/apple-announces-wwdc-10-dates-june-711/,Preserved at same URL
https://demaree.me/p/apple-lets-out-a-few-more-ipad-details/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/apple-lets-out-a-few-more-ipad-details/,Preserved at same URL
https://demaree.me/p/apple-privacy-stance/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/apple-privacy-stance/,Preserved at same URL
https://demaree.me/p/apple-releases-podcasts-app/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/apple-releases-podcasts-app/,Preserved at same URL
https://demaree.me/p/apple-sees-new-money-in-old-media/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/apple-sees-new-money-in-old-media/,Preserved at same URL
https://demaree.me/p/apple-shocks-the-world-announces-big-helpful/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/apple-shocks-the-world-announces-big-helpful/,Preserved at same URL
https://demaree.me/p/apple-watch-strikes-back/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/apple-watch-strikes-back/,Preserved at same URL
https://demaree.me/p/ars-technica-vs-ad-blockers/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/ars-technica-vs-ad-blockers/,Preserved at same URL
https://demaree.me/p/aspies/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/aspies/,Preserved at same URL
https://demaree.me/p/author/ddemaree/,wp-sitemap-users-1.xml,404,,Consider permanent redirect to /blog/
https://demaree.me/p/back-to-basic-at-basecamp/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/back-to-basic-at-basecamp/,Preserved at same URL
https://demaree.me/p/back-to-the-mac/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/back-to-the-mac/,Preserved at same URL
https://demaree.me/p/bayonet-skills-to-be-omitted-from-basic-training/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/bayonet-skills-to-be-omitted-from-basic-training/,Preserved at same URL
https://demaree.me/p/bazzite-is-the-linux-you-should-use/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/bazzite-is-the-linux-you-should-use/,Preserved at same URL
https://demaree.me/p/bbb-punkd-into-giving-an-a-rating-to-hamas/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/bbb-punkd-into-giving-an-a-rating-to-hamas/,Preserved at same URL
https://demaree.me/p/before-you-get-too-excited-about-a-verizon/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/before-you-get-too-excited-about-a-verizon/,Preserved at same URL
https://demaree.me/p/better-web-font-loading-with-javascript/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/better-web-font-loading-with-javascript/,Preserved at same URL
https://demaree.me/p/betterdisplay-mac-display-manager/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/betterdisplay-mac-display-manager/,Preserved at same URL
https://demaree.me/p/big-changes-to-atts-3g-data-plans/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/big-changes-to-atts-3g-data-plans/,Preserved at same URL
https://demaree.me/p/billionaire-for-a-day/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/billionaire-for-a-day/,Preserved at same URL
https://demaree.me/p/bird-caged/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/bird-caged/,Preserved at same URL
https://demaree.me/p/bloggers-shocked-to-realize-blogging-is-hard/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/bloggers-shocked-to-realize-blogging-is-hard/,Preserved at same URL
https://demaree.me/p/blogging-from-ios-8/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/blogging-from-ios-8/,Preserved at same URL
https://demaree.me/p/blogging-is-a-pain-in-the-ass/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/blogging-is-a-pain-in-the-ass/,Preserved at same URL
https://demaree.me/p/brooks-readability/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/brooks-readability/,Preserved at same URL
https://demaree.me/p/buddhism-and-the-brain/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/buddhism-and-the-brain/,Preserved at same URL
https://demaree.me/p/buzz-kill/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/buzz-kill/,Preserved at same URL
https://demaree.me/p/byword-for-ios/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/byword-for-ios/,Preserved at same URL
https://demaree.me/p/changes-at-typekit/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/changes-at-typekit/,Preserved at same URL
https://demaree.me/p/chicagos-significant-new-apple-store/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/chicagos-significant-new-apple-store/,Preserved at same URL
https://demaree.me/p/chinese-trucker-gets-life-in-prison-for-evading/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/chinese-trucker-gets-life-in-prison-for-evading/,Preserved at same URL
https://demaree.me/p/chrome-for-mac-is-out-of-beta/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/chrome-for-mac-is-out-of-beta/,Preserved at same URL
https://demaree.me/p/chuck-klosterman-on-breaking-bad/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/chuck-klosterman-on-breaking-bad/,Preserved at same URL
https://demaree.me/p/claude-opus-is-a-bore/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/claude-opus-is-a-bore/,Preserved at same URL
https://demaree.me/p/claudes-walled-garden/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/claudes-walled-garden/,Preserved at same URL
https://demaree.me/p/clay-risen-on-makersgate/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/clay-risen-on-makersgate/,Preserved at same URL
https://demaree.me/p/coda-2-diet-coda/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/coda-2-diet-coda/,Preserved at same URL
https://demaree.me/p/code-blog-sexy-instanceeval-proxies-in-ruby/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/code-blog-sexy-instanceeval-proxies-in-ruby/,Preserved at same URL
https://demaree.me/p/colors-co-founder-explains-what-color-is-all/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/colors-co-founder-explains-what-color-is-all/,Preserved at same URL
https://demaree.me/p/commuting/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/commuting/,Preserved at same URL
https://demaree.me/p/cool-is-a-byproduct/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/cool-is-a-byproduct/,Preserved at same URL
https://demaree.me/p/cracking-the-scratch-lottery-code/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/cracking-the-scratch-lottery-code/,Preserved at same URL
https://demaree.me/p/craig-mod-kickstartup/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/craig-mod-kickstartup/,Preserved at same URL
https://demaree.me/p/creative-people-say-no/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/creative-people-say-no/,Preserved at same URL
https://demaree.me/p/cub-scouts-give-new-meaning-to-achivement/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/cub-scouts-give-new-meaning-to-achivement/,Preserved at same URL
https://demaree.me/p/custom-time-descriptions-in-rails/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/custom-time-descriptions-in-rails/,Preserved at same URL
https://demaree.me/p/danah-boyd-risk-reduction-strategies-on-facebook/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/danah-boyd-risk-reduction-strategies-on-facebook/,Preserved at same URL
https://demaree.me/p/daniel-ellsbergs-advice-to-henry-kissinger/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/daniel-ellsbergs-advice-to-henry-kissinger/,Preserved at same URL
https://demaree.me/p/daring-fireball-on-china-and-mike-daisey/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/daring-fireball-on-china-and-mike-daisey/,Preserved at same URL
https://demaree.me/p/david-hates-flash/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/david-hates-flash/,Preserved at same URL
https://demaree.me/p/david-simon-awarded-macarthur-genius-grant/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/david-simon-awarded-macarthur-genius-grant/,Preserved at same URL
https://demaree.me/p/depressions-upside/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/depressions-upside/,Preserved at same URL
https://demaree.me/p/detroit-in-ruins/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/detroit-in-ruins/,Preserved at same URL
https://demaree.me/p/developing-facebooks-new-photo-viewer/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/developing-facebooks-new-photo-viewer/,Preserved at same URL
https://demaree.me/p/df-what-if-flash-were-an-open-standard/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/df-what-if-flash-were-an-open-standard/,Preserved at same URL
https://demaree.me/p/did-twitter-just-tell-client-app-developers-to/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/did-twitter-just-tell-client-app-developers-to/,Preserved at same URL
https://demaree.me/p/digital-subscription-prices-visualized/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/digital-subscription-prices-visualized/,Preserved at same URL
https://demaree.me/p/dungeons-dragons-prison-ban-upheld/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/dungeons-dragons-prison-ban-upheld/,Preserved at same URL
https://demaree.me/p/dustin-curtis-has-pictures-of-the-tablet/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/dustin-curtis-has-pictures-of-the-tablet/,Preserved at same URL
https://demaree.me/p/dustin-curtis-the-death-of-files/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/dustin-curtis-the-death-of-files/,Preserved at same URL
https://demaree.me/p/e-mail-use-falls-as-young-chat-and-text/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/e-mail-use-falls-as-young-chat-and-text/,Preserved at same URL
https://demaree.me/p/eames-house-at-the-eames-house/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/eames-house-at-the-eames-house/,Preserved at same URL
https://demaree.me/p/eight-ways-to-completely-misunderstand-the/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/eight-ways-to-completely-misunderstand-the/,Preserved at same URL
https://demaree.me/p/elden-ring/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/elden-ring/,Preserved at same URL
https://demaree.me/p/elements-of-twitter-style/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/elements-of-twitter-style/,Preserved at same URL
https://demaree.me/p/elliot-jay-stocks-1-month-with-the-apple-watch/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/elliot-jay-stocks-1-month-with-the-apple-watch/,Preserved at same URL
https://demaree.me/p/embracing-read-only-mode/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/embracing-read-only-mode/,Preserved at same URL
https://demaree.me/p/ethan-marcottes-responsive-web-design/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/ethan-marcottes-responsive-web-design/,Preserved at same URL
https://demaree.me/p/evans-blog-meh-evan-buys-a-microsoft-surface/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/evans-blog-meh-evan-buys-a-microsoft-surface/,Preserved at same URL
https://demaree.me/p/ewww-you-use-php/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/ewww-you-use-php/,Preserved at same URL
https://demaree.me/p/facebook-acquires-gowallas-team-gowalla-itself/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/facebook-acquires-gowallas-team-gowalla-itself/,Preserved at same URL
https://demaree.me/p/facebook-buys-instagram/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/facebook-buys-instagram/,Preserved at same URL
https://demaree.me/p/facebook-login/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/facebook-login/,Preserved at same URL
https://demaree.me/p/facebook-may-sue-employers-who-demand-passwords/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/facebook-may-sue-employers-who-demand-passwords/,Preserved at same URL
https://demaree.me/p/ferran-adria-closing-el-bulli-permanently/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/ferran-adria-closing-el-bulli-permanently/,Preserved at same URL
https://demaree.me/p/ferran-adria-is-closing-el-bulli-for-two-years-to/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/ferran-adria-is-closing-el-bulli-for-two-years-to/,Preserved at same URL
https://demaree.me/p/filtering-github-email-notifications/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/filtering-github-email-notifications/,Preserved at same URL
https://demaree.me/p/firefox-18-with-retina-support-enters-beta/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/firefox-18-with-retina-support-enters-beta/,Preserved at same URL
https://demaree.me/p/fivethirtyeight-joining-nytimescom/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/fivethirtyeight-joining-nytimescom/,Preserved at same URL
https://demaree.me/p/flash-player-101-is-made-of-cocoa/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/flash-player-101-is-made-of-cocoa/,Preserved at same URL
https://demaree.me/p/focus-on-my-favorite-os-x-lion-features/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/focus-on-my-favorite-os-x-lion-features/,Preserved at same URL
https://demaree.me/p/food-sell-by-dates-are-meaningless/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/food-sell-by-dates-are-meaningless/,Preserved at same URL
https://demaree.me/p/for-a-few-dollars-more/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/for-a-few-dollars-more/,Preserved at same URL
https://demaree.me/p/foursquare-on-tuesdays-outage-so-that-was-a/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/foursquare-on-tuesdays-outage-so-that-was-a/,Preserved at same URL
https://demaree.me/p/frames-of-interaction/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/frames-of-interaction/,Preserved at same URL
https://demaree.me/p/from-2006-how-odeo-screwed-up/,wp-sitemap-posts-post-1.xml,200,https://demaree.me/p/from-2006-how-odeo-screwed-up/,Preserved at same URL
